i,source_file,json_path,artifact,artifact_family,key,pair_key,source_endpoints,source_pair,context_context_ladder,context_is_target_foundation_packet,source_root_slot,source_limit_transition,source_side_gap_signature,nonfoundation_packet_keys,broken_ladder,phase_ladder_values,inside_moving_endpoint,outside_moving_endpoint,anchor,root
0,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[0],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
1,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[1],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,,source_pair,,,,,,,,,,,,,,,
2,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[2],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
3,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[3],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,,source_pair,,,,,,,,,,,,,,,
4,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[4],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
5,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[5],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
6,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[6],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
7,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[7],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
8,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[8],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
9,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[9],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
10,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[10],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
11,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[11],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
12,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[12],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
13,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[13],g900_all_phase_ladder_spectrum_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
14,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[14],g900_distinct_ladder_nonanswer_comparison_001.v1.json,,source_pair,,,,,,,,,,,,,,,
15,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[15],g900_distinct_ladder_nonanswer_comparison_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
16,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[16],g900_distinct_ladder_nonanswer_comparison_001.v1.json,,source_pair,,,,,,,,,,,,,,,
17,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[17],g900_distinct_ladder_nonanswer_comparison_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
18,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[18],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
19,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[19],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
20,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[20],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
21,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[21],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
22,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[22],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
23,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[23],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
24,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[24],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
25,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[25],g900_ladder_nearest_anchor_condition_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
26,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[26],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
27,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[27],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
28,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[28],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
29,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[29],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
30,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[30],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
31,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[31],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
32,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[32],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
33,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[33],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
34,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[34],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
35,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[35],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
36,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[36],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
37,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[37],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
38,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[38],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
39,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[39],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
40,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[40],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
41,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[41],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
42,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[42],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
43,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[43],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
44,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[44],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
45,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[45],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
46,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[46],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
47,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[47],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
48,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[48],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_pair,,,,,,,,,,,,,,,
49,g900_six_nine_endpoint_chord_scope_audit_031.v1.json,$.target_rows_first_50[49],g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,,source_endpoints,,,,,,,,,,,,,,,
50,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[0],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
51,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[1],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
52,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[2],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
53,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[3],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
54,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[4],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
55,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[5],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
56,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[6],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
57,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[7],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
58,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[8],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 9, 6, 12]",9,,,
59,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[9],g900_all_phase_ladder_spectrum_audit_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 9, 6, 12]",9,,,
60,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[10],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
61,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[11],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
62,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[12],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 9, 6, 12]",9,,,
63,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[13],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 9, 6, 12]",9,,,
64,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[14],g900_phase3_fork_ladder_family_audit_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
65,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[15],g900_phase3_fork_ladder_family_audit_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
66,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[16],g900_phase3_other_ladder_comparison_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
67,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[17],g900_phase3_other_ladder_comparison_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,"[3, 6, 9, 12]",6,,,
68,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[19],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 9, 6, 12]",,9,,,
69,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[21],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 9, 6, 12]",,6,,,
70,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[23],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 6, 9, 12]",,6,,,
71,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[25],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,,,,,,
72,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[26],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
73,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[27],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
74,g900_six_nine_source_construction_contrast_filter_034.v1.json,$.true_source_targets_first_30[29],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,,,6,,,
75,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[0],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
76,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[1],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
77,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[2],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
78,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[3],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
79,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[4],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
80,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[5],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
81,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[6],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
82,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[7],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
83,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[8],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
84,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[9],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
85,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[10],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
86,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[11],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
87,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[12],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
88,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[13],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
89,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[14],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
90,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[15],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
91,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[16],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
92,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[17],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
93,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[18],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
94,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[19],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
95,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[20],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
96,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[21],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
97,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[22],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
98,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[23],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
99,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[24],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
100,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[25],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
101,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[26],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
102,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[27],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
103,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[28],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
104,g900_six_nine_source_geometry_address_handle_039.v1.json,$.address_rows_first_30[29],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
105,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[1],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
106,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[2],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
107,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[4],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
108,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[5],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
